,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size
24233,15 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4971,2,1965,Male,26
24234,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,4404,3,1975,Male,26
24235,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5522,2,1986,Female,26
24236,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5277,3,1986,Male,26
24237,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5368,3,1976,Male,26
24238,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5526,2,1999,Male,26
24239,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1544,2,1993,Female,26
24240,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),2784,1,1966,Male,26
24241,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3610,2,1993,Female,26
24242,35 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),4633,3,1982,Male,26
24243,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3653,2,1983,Other,26
24244,1047 minutes,81,Berry St at 4th St,49,S Park St at 3rd St,2105,1,1963,Male,26
24245,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,4445,2,1987,Male,26
24246,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5526,1,1978,Male,26
24247,9 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5237,1,1990,Male,26
24248,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1563,2,1995,Male,26
24249,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5560,2,1976,Male,26
24250,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1100,3,1986,Male,26
24251,6 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5331,2,1985,Male,26
24252,7 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,4816,2,1993,Male,26
24253,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4445,3,1974,Male,26
24254,7 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,204,1,1979,Female,26
24255,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4936,2,1979,Female,26
24256,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5417,2,1981,Male,26
24257,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,2185,2,1979,Male,26
24258,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4317,1,1993,Female,26
24259,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5045,2,1990,Other,26
24260,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4971,3,1987,Male,26
24261,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5521,3,1987,Male,26
24262,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,484,2,1974,Male,26
24263,8 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,3111,2,1977,Male,26
24264,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4319,1,1968,Male,26
24265,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4936,2,1978,Male,26
24266,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,4934,2,1990,Male,26
24267,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5054,3,1986,Male,26
24268,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5266,2,1987,Female,26
24269,5 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5334,1,1988,Female,26
24270,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,3446,2,1989,Male,26
24271,6 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5017,2,1980,Male,26
24272,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5341,2,1992,Male,26
24273,32 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,4980,1,1991,Male,26
24274,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5274,1,1988,Male,26
24275,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2120,2,1971,Male,26
24276,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5265,3,1981,Male,26
24277,5 minutes,22,Howard St at Beale St,37,2nd St at Folsom St,5567,3,1987,Male,26
24278,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4984,2,1992,Male,26
24279,10 minutes,81,Berry St at 4th St,100,Bryant St at 15th St,1358,3,1968,Male,26
24280,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2576,2,1980,Male,26
24281,6 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4600,2,1987,Male,26
24282,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2459,2,1978,Female,26
24283,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1052,2,1980,Male,26
24284,4 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5558,2,1980,Male,26
24285,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2677,3,1983,Male,26
24286,9 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,1860,2,1985,Male,26
24287,10 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5534,2,1980,Female,26
24288,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,1903,2,1960,Male,26
24289,12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5409,1,1966,Male,26
24290,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3446,3,1981,Male,26
24291,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5265,1,1993,Male,26
24292,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5274,3,1989,Male,26
24293,4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,4809,2,1987,Male,26
24294,16 minutes,22,Howard St at Beale St,41,Golden Gate Ave at Polk St,5065,2,1979,Female,26
24295,7 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),1106,1,1962,Male,26
24296,55 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5458,2,1989,Male,26
24297,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4414,3,1982,Male,26
24298,10 minutes,22,Howard St at Beale St,58,Market St at 10th St,4575,2,1976,Male,26
24299,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5521,2,1987,Male,26
24300,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5442,2,1902,Female,26
24301,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5470,1,1981,Female,26
24302,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1999,1,1976,Male,26
24303,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,212,2,1985,Female,26
24304,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1358,2,1982,Male,26
24305,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5025,3,1988,Female,26
24306,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2338,2,1974,Male,26
24307,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5306,1,1988,Male,26
24308,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2185,3,1988,Male,26
24309,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,1843,3,1974,Male,26
24310,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5386,2,1990,Male,26
24311,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4603,2,1988,Male,26
24312,10 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5142,1,1993,Male,26
24313,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1853,2,1983,Female,26
24314,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5470,1,1996,Male,26
24315,12 minutes,81,Berry St at 4th St,22,Howard St at Beale St,413,3,1988,Male,26
24316,14 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4809,3,1993,Male,26
24317,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4972,3,1958,Male,26
24318,14 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,5122,2,1978,Male,26
24319,7 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5125,2,1986,Male,26
24320,8 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,2487,1,1980,Male,26
24321,16 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,827,2,1988,Female,26
24322,15 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,3109,1,1991,Male,26
24323,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,1812,2,1979,Male,26
24324,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5415,1,1980,Female,26
24325,18 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,3115,1,1987,Male,26
24326,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,3446,1,1990,Female,26
24327,12 minutes,22,Howard St at Beale St,61,Howard St at 8th St,3390,2,1985,Male,26
24328,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4383,2,1988,Male,26
24329,7 minutes,22,Howard St at Beale St,61,Howard St at 8th St,4968,3,1988,Male,26
24330,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5475,1,1988,Female,26
24331,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2881,2,1981,Male,26
24332,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2356,1,1966,Male,26
24333,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,1039,3,1989,Other,26
24334,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),793,2,1968,Male,26
24335,7 minutes,81,Berry St at 4th St,126,Esprit Park,5262,1,1988,Male,26
24336,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,674,1,1967,Male,26
24337,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,6234,1,1991,Male,26
24338,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5477,2,1986,Female,26
24339,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5535,3,1971,Male,26
24340,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5047,2,1981,Male,26
24341,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,4554,2,1980,Male,26
24342,31 minutes,30,San Francisco Caltrain (Townsend St at 4th St),53,Grove St at Divisadero,5502,2,1991,Male,26
24343,5 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5548,3,1974,Male,26
24344,7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,5389,3,1988,Male,26
24345,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5309,2,1979,Male,26
24346,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,465,2,1990,Female,26
24347,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4809,2,1979,Female,26
24348,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),2875,2,1983,Male,26
24349,30 minutes,30,San Francisco Caltrain (Townsend St at 4th St),53,Grove St at Divisadero,4713,1,1991,Male,26
24350,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5340,3,1987,Male,26
24351,7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,1903,2,1980,Male,26
24352,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2119,3,1986,Male,26
24353,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5137,2,1984,Female,26
24354,9 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4442,2,1991,Male,26
24355,29 minutes,30,San Francisco Caltrain (Townsend St at 4th St),53,Grove St at Divisadero,5228,2,1991,Male,26
24356,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5475,3,1984,Male,26
24357,11 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,1188,2,1984,Male,26
24358,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,3455,2,1988,Female,26
24359,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4835,1,1989,Female,26
24360,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3646,1,1965,Male,26
24361,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4870,2,1969,Male,26
24362,3 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,3211,1,1974,Male,26
24363,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3649,2,1992,Male,26
24364,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5168,2,1982,Male,26
24365,28 minutes,30,San Francisco Caltrain (Townsend St at 4th St),53,Grove St at Divisadero,4942,2,1991,Male,26
24366,57 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,1104,2,1965,Female,26
24367,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4610,2,1986,Female,26
24368,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2597,2,1989,Female,26
24369,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5402,2,1975,Female,26
24370,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,79,3,1975,Male,26
24371,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),52,McAllister St at Baker St,5021,3,2000,Male,26
24372,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4414,3,1988,Male,26
24373,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,413,2,1976,Female,26
24374,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),123,Folsom St at 19th St,5314,3,1964,Male,26
24375,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5558,2,1993,Male,26
24376,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),1675,1,1967,Male,26
24377,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2646,3,1977,Male,26
24378,5 minutes,81,Berry St at 4th St,321,5th St at Folsom,5565,2,1989,Female,26
24379,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5564,2,1988,Male,26
24380,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5230,1,1986,Female,26
24381,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2818,2,1967,Male,26
24382,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5022,1,1986,Male,26
24383,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4390,2,1967,Male,26
24384,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3178,2,1972,Female,26
24385,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,519,2,1994,Female,26
24386,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5371,1,1980,Female,26
24387,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,675,3,1995,Male,26
24388,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2910,2,1978,Male,26
24389,7 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5013,2,1987,Male,26
24390,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3151,1,1990,Male,26
24391,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5548,2,1992,Male,26
24392,5 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,1883,1,1977,Male,26
24393,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5454,1,1982,Male,26
24394,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5442,2,1968,Male,26
24395,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,4921,3,1973,Male,26
24396,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5163,3,1964,Female,26
24397,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5257,3,1980,Male,26
24398,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3706,2,1973,Male,26
24399,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,322,2,1963,Male,26
24400,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3319,2,1990,Male,26
24401,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,4812,1,1988,Male,26
24402,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4983,3,1988,Male,26
24403,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,290,3,1958,Male,26
24404,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5291,3,1986,Male,26
24405,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4848,1,1975,Male,26
24406,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4561,3,1986,Male,26
24407,4 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,5220,2,1990,Male,26
24408,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5108,2,1989,Female,26
24409,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5340,3,1988,Male,26
24410,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),3300,1,1987,Male,26
24411,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1778,1,1972,Male,26
24412,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5477,1,1992,Male,26
24413,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5415,1,1989,Male,26
24414,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5355,1,1996,Female,26
24415,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5024,3,1988,Male,26
24416,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5520,2,1976,Male,26
24417,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,4982,2,1988,Male,26
24418,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5564,2,1988,Male,26
24419,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,427,3,1966,Female,26
24420,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5060,2,1982,Female,26
24421,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,2131,2,1981,Male,26
24422,6 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5569,1,1994,Male,26
24423,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4968,3,1986,Male,26
24424,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5245,1,1973,Male,26
24425,15 minutes,16,Steuart St at Market St,126,Esprit Park,5269,3,1968,Female,26
24426,12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4533,2,1992,Female,26
24427,4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4651,1,1984,Male,26
24428,11 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4994,1,1979,Female,26
24429,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5277,2,1976,Male,26
24430,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2054,2,1977,Male,26
24431,17 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5108,1,1988,Male,26
24432,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,4820,2,1991,Male,26
24433,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5543,2,1985,Male,26
24434,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5142,2,1980,Male,26
24435,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4728,2,1987,Male,26
24436,12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,3144,3,1994,Male,26
24437,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,827,3,1993,Male,26
24438,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,2567,3,1989,Male,26
24439,11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5521,2,1989,Female,26
24440,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5389,1,1993,Male,26
24441,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2018,1,1988,Male,26
24442,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1834,3,1980,Male,26
24443,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3442,2,1987,Male,26
24444,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),3249,2,1979,Other,26
24445,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,3642,3,1967,Male,26
24446,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4977,2,1982,Male,26
24447,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5232,3,1974,Male,26
24448,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4812,2,1986,Female,26
24449,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,4752,2,1995,Female,26
24450,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4742,3,1961,Male,26
24451,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5213,3,1983,Male,26
24452,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5017,2,1975,Male,26
24453,12 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5474,1,1970,Male,26
24454,7 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5530,3,1983,Female,26
24455,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4625,2,1974,Male,26
24456,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3479,2,1981,Male,26
24457,10 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5313,2,1984,Male,26
24458,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5019,1,1978,Male,26
24459,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,5341,2,1969,Female,26
24460,3 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,5385,2,1975,Male,26
24461,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,1899,1,1984,Other,26
24462,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,335,1,1975,Male,26
24463,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5539,2,1979,Male,26
24464,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5266,2,1986,Male,26
24465,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5526,2,1990,Male,26
24466,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2018,2,1963,Male,26
24467,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,3191,2,1985,Male,26
24468,9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,2187,3,1974,Male,26
24469,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),413,2,1981,Male,26
24470,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4968,1,1977,Male,26
24471,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),322,2,1967,Male,26
24472,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,4792,2,1988,Male,26
